97, 80, 0.352941, 0.341176, 0.368627, 0.347823, -0.001816, 0.011037, 0.738095, 0.074468, 0.368627, 0
101, 122, 0.231373, 0.207843, 0.207843, 0.214877, 0.014022, 0.004976, 0.000000, 0.101695, 0.231373, 0
160, 74, 0.490196, 0.466667, 0.474510, 0.474595, 0.011500, 0.007419, 0.944444, 0.048000, 0.490196, 0
558, 45, 0.274510, 0.239216, 0.243137, 0.250214, 0.019772, 0.008686, 0.981481, 0.128571, 0.274510, 0
510, 37, 0.623529, 0.588235, 0.600000, 0.600127, 0.017250, 0.011128, 0.944444, 0.056604, 0.623529, 0
570, 91, 0.164706, 0.149020, 0.145098, 0.153262, 0.010609, 0.002096, 0.033333, 0.119048, 0.164706, 0
591, 132, 0.152941, 0.156863, 0.176471, 0.157926, -0.008642, 0.005277, 0.638889, 0.133333, 0.176471, 0
529, 208, 0.596078, 0.439216, 0.470588, 0.489685, 0.083394, 0.042946, 0.966667, 0.263158, 0.596078, 0
546, 189, 0.592157, 0.541176, 0.580392, 0.560888, 0.017771, 0.022995, 0.871795, 0.086093, 0.592157, 0
457, 225, 0.133333, 0.109804, 0.117647, 0.117732, 0.011500, 0.007419, 0.944444, 0.176471, 0.133333, 0
468, 208, 0.050980, 0.031373, 0.015686, 0.035445, 0.016729, -0.000738, 0.074074, 0.692308, 0.050980, 0
387, 249, 0.070588, 0.086275, 0.121569, 0.085610, -0.020697, 0.007673, 0.615385, 0.419355, 0.121569, 0
262, 229, 0.337255, 0.325490, 0.305882, 0.326771, 0.013316, -0.003618, 0.104167, 0.093023, 0.337255, 0
292, 162, 0.305882, 0.247059, 0.219608, 0.261513, 0.043883, 0.003892, 0.053030, 0.282051, 0.305882, 0
249, 60, 0.384314, 0.341176, 0.325490, 0.352283, 0.030751, 0.004238, 0.044444, 0.153061, 0.384314, 0
280, 23, 0.541176, 0.494118, 0.494118, 0.508185, 0.028045, 0.009953, 0.000000, 0.086957, 0.541176, 0
195, 22, 0.517647, 0.478431, 0.513725, 0.494179, 0.012021, 0.019285, 0.850000, 0.075758, 0.517647, 0
186, 70, 0.682353, 0.647059, 0.658824, 0.658951, 0.017250, 0.011128, 0.944444, 0.051724, 0.682353, 0
139, 99, 0.262745, 0.243137, 0.258824, 0.250787, 0.006641, 0.009032, 0.866667, 0.074627, 0.262745, 0
146, 263, 0.121569, 0.133333, 0.160784, 0.132946, -0.015838, 0.006060, 0.616667, 0.243902, 0.160784, 0
136, 292, 0.113725, 0.117647, 0.137255, 0.118710, -0.008642, 0.005277, 0.638889, 0.171429, 0.137255, 0
178, 327, 0.101961, 0.129412, 0.168627, 0.125677, -0.028969, 0.006406, 0.598039, 0.395349, 0.168627, 0
183, 283, 0.431373, 0.439216, 0.498039, 0.443578, -0.023589, 0.016660, 0.647059, 0.133858, 0.498039, 0
618, 324, 0.188235, 0.196078, 0.247059, 0.199547, -0.021067, 0.014217, 0.644444, 0.238095, 0.247059, 0
630, 285, 0.305882, 0.309804, 0.380392, 0.316680, -0.025035, 0.021153, 0.657895, 0.195876, 0.380392, 0
509, 149, 0.462745, 0.278431, 0.239216, 0.329058, 0.122451, 0.026770, 0.029240, 0.483051, 0.462745, 1
507, 121, 0.600000, 0.443137, 0.396078, 0.484663, 0.108614, 0.018521, 0.038462, 0.339869, 0.600000, 1
548, 141, 0.760784, 0.615686, 0.552941, 0.651907, 0.106647, 0.011148, 0.050314, 0.273196, 0.760784, 1
526, 164, 0.580392, 0.400000, 0.341176, 0.447219, 0.126419, 0.019834, 0.040984, 0.412162, 0.580392, 1
502, 170, 0.505882, 0.337255, 0.301961, 0.383639, 0.111842, 0.024673, 0.028846, 0.403101, 0.505882, 1
479, 140, 0.584314, 0.419608, 0.372549, 0.463479, 0.113288, 0.020180, 0.037037, 0.362416, 0.584314, 1
479, 122, 0.643137, 0.474510, 0.411765, 0.517764, 0.120669, 0.016125, 0.045198, 0.359756, 0.643137, 1
490, 103, 0.690196, 0.517647, 0.482353, 0.565204, 0.114179, 0.025503, 0.028302, 0.301136, 0.690196, 1
480, 60, 0.843137, 0.709804, 0.705882, 0.749215, 0.080720, 0.026978, 0.004762, 0.162791, 0.843137, 1
449, 62, 0.894118, 0.772549, 0.764706, 0.807996, 0.074970, 0.023269, 0.010101, 0.144737, 0.894118, 1
559, 138, 0.839216, 0.701961, 0.627451, 0.734496, 0.105756, 0.005826, 0.058642, 0.252336, 0.839216, 1
547, 163, 0.737255, 0.588235, 0.537255, 0.626970, 0.105201, 0.015641, 0.042484, 0.271277, 0.737255, 1
523, 143, 0.568627, 0.388235, 0.298039, 0.431877, 0.136507, 0.010064, 0.055556, 0.475862, 0.568627, 1
519, 125, 0.596078, 0.407843, 0.360784, 0.458748, 0.127310, 0.025157, 0.033333, 0.394737, 0.596078, 1
478, 162, 0.486275, 0.325490, 0.301961, 0.370872, 0.103385, 0.026678, 0.021277, 0.379032, 0.486275, 1
253, 123, 0.545098, 0.403922, 0.356863, 0.440759, 0.099266, 0.015204, 0.041667, 0.345324, 0.545098, 1
248, 93, 0.658824, 0.521569, 0.443137, 0.553656, 0.107017, 0.004604, 0.060606, 0.327381, 0.658824, 1
241, 138, 0.533333, 0.392157, 0.345098, 0.428994, 0.099266, 0.015204, 0.041667, 0.352941, 0.533333, 1
257, 156, 0.509804, 0.384314, 0.333333, 0.416014, 0.091178, 0.010665, 0.048148, 0.346154, 0.509804, 1
270, 124, 0.643137, 0.501961, 0.407843, 0.533432, 0.114398, 0.000549, 0.066667, 0.365854, 0.643137, 1
260, 101, 0.600000, 0.443137, 0.345098, 0.478851, 0.125007, 0.002645, 0.064103, 0.424837, 0.600000, 1
185, 137, 0.925490, 0.815686, 0.760784, 0.842251, 0.083091, 0.006126, 0.055556, 0.177966, 0.925490, 1
214, 140, 0.854902, 0.721569, 0.674510, 0.756061, 0.094592, 0.013545, 0.043478, 0.211009, 0.854902, 1
160, 154, 0.619608, 0.466667, 0.345098, 0.498525, 0.130236, -0.005511, 0.073810, 0.443038, 0.619608, 1
168, 177, 0.466667, 0.286275, 0.223529, 0.333046, 0.127680, 0.018613, 0.043011, 0.521008, 0.466667, 1
154, 188, 0.431373, 0.262745, 0.200000, 0.306000, 0.120669, 0.016125, 0.045198, 0.536364, 0.431373, 1
132, 205, 0.647059, 0.470588, 0.380392, 0.513057, 0.134170, 0.009235, 0.056373, 0.412121, 0.647059, 1
133, 188, 0.627451, 0.466667, 0.380392, 0.504894, 0.123561, 0.007138, 0.058201, 0.393750, 0.627451, 1
129, 170, 0.478431, 0.270588, 0.215686, 0.326460, 0.141517, 0.026861, 0.034826, 0.549180, 0.478431, 1
153, 154, 0.631373, 0.466667, 0.368627, 0.504725, 0.129681, 0.004304, 0.062189, 0.416149, 0.631373, 1
178, 149, 0.733333, 0.588235, 0.486275, 0.619985, 0.119257, -0.001064, 0.068783, 0.336898, 0.733333, 1
180, 177, 0.494118, 0.329412, 0.266667, 0.371494, 0.118332, 0.015295, 0.045977, 0.460317, 0.494118, 1
192, 193, 0.650980, 0.521569, 0.462745, 0.553547, 0.096038, 0.009052, 0.052083, 0.289157, 0.650980, 1
164, 211, 0.568627, 0.415686, 0.349020, 0.453805, 0.112582, 0.011586, 0.050595, 0.386207, 0.568627, 1
139, 230, 0.623529, 0.458824, 0.364706, 0.497329, 0.128420, 0.005525, 0.060606, 0.415094, 0.623529, 1
148, 217, 0.584314, 0.443137, 0.341176, 0.473714, 0.116920, -0.001894, 0.069892, 0.416107, 0.584314, 1
152, 227, 0.600000, 0.411765, 0.325490, 0.458198, 0.139920, 0.012944, 0.052381, 0.457516, 0.600000, 1
126, 217, 0.584314, 0.407843, 0.317647, 0.450312, 0.134170, 0.009235, 0.056373, 0.456376, 0.584314, 1
112, 202, 0.682353, 0.541176, 0.478431, 0.576225, 0.104310, 0.010319, 0.051282, 0.298851, 0.682353, 1
151, 170, 0.568627, 0.368627, 0.286275, 0.419025, 0.145670, 0.016654, 0.048611, 0.496552, 0.568627, 1
466, 111, 0.858824, 0.698039, 0.674510, 0.743421, 0.103385, 0.026678, 0.021277, 0.214612, 0.858824, 1
465, 74, 0.780392, 0.635294, 0.603922, 0.675092, 0.096559, 0.020918, 0.029630, 0.226131, 0.780392, 1
462, 52, 0.862745, 0.717647, 0.686275, 0.757445, 0.096559, 0.020918, 0.029630, 0.204545, 0.862745, 1
473, 43, 0.866667, 0.721569, 0.698039, 0.762261, 0.094037, 0.023360, 0.023256, 0.194570, 0.866667, 1
439, 84, 0.886275, 0.741176, 0.709804, 0.780974, 0.096559, 0.020918, 0.029630, 0.199115, 0.886275, 1
495, 135, 0.666667, 0.501961, 0.439216, 0.544043, 0.118332, 0.015295, 0.045977, 0.341176, 0.666667, 1
444, 128, 0.639216, 0.423529, 0.396078, 0.484876, 0.137364, 0.037068, 0.018817, 0.380368, 0.639216, 1
484, 183, 0.498039, 0.313725, 0.290196, 0.366141, 0.117407, 0.031654, 0.018868, 0.417323, 0.498039, 1
511, 187, 0.556863, 0.368627, 0.329412, 0.420426, 0.124788, 0.027599, 0.028736, 0.408451, 0.556863, 1
520, 174, 0.560784, 0.388235, 0.337255, 0.434004, 0.119223, 0.020618, 0.038012, 0.398601, 0.560784, 1
536, 151, 0.639216, 0.462745, 0.388235, 0.507003, 0.129126, 0.014120, 0.049479, 0.392638, 0.639216, 1
556, 150, 0.898039, 0.764706, 0.717647, 0.799198, 0.094592, 0.013545, 0.043478, 0.200873, 0.898039, 1
532, 179, 0.654902, 0.509804, 0.435294, 0.544683, 0.110430, 0.007485, 0.056548, 0.335329, 0.654902, 1
174, 163, 0.623529, 0.466667, 0.364706, 0.501933, 0.126268, 0.001424, 0.065657, 0.415094, 0.623529, 1
141, 176, 0.549020, 0.368627, 0.278431, 0.412269, 0.136507, 0.010064, 0.055556, 0.492857, 0.549020, 1
168, 135, 0.741176, 0.600000, 0.505882, 0.631471, 0.114398, 0.000549, 0.066667, 0.317460, 0.741176, 1
173, 118, 0.682353, 0.552941, 0.478431, 0.583131, 0.101082, 0.004167, 0.060897, 0.298851, 0.682353, 1
199, 135, 0.945098, 0.866667, 0.823529, 0.885194, 0.060612, 0.003155, 0.059140, 0.128631, 0.945098, 1
184, 159, 0.627451, 0.474510, 0.345098, 0.505474, 0.132758, -0.007954, 0.076389, 0.450000, 0.627451, 1
195, 147, 0.811765, 0.674510, 0.600000, 0.707045, 0.105756, 0.005826, 0.058642, 0.260870, 0.811765, 1
167, 194, 0.364706, 0.223529, 0.168627, 0.259472, 0.101788, 0.012761, 0.046667, 0.537634, 0.364706, 1
147, 203, 0.525490, 0.384314, 0.298039, 0.416679, 0.111876, 0.002991, 0.063218, 0.432836, 0.525490, 1
117, 223, 0.654902, 0.509804, 0.407843, 0.541553, 0.119257, -0.001064, 0.068783, 0.377246, 0.654902, 1
123, 201, 0.596078, 0.419608, 0.329412, 0.462077, 0.134170, 0.009235, 0.056373, 0.447368, 0.596078, 1
141, 160, 0.556863, 0.372549, 0.301961, 0.419598, 0.132539, 0.017000, 0.046154, 0.457746, 0.556863, 1
208, 106, 0.901961, 0.788235, 0.733333, 0.815972, 0.085428, 0.006955, 0.054264, 0.186957, 0.901961, 1
209, 129, 0.858824, 0.701961, 0.654902, 0.743487, 0.108614, 0.018521, 0.038462, 0.237443, 0.858824, 1
202, 157, 0.611765, 0.498039, 0.466667, 0.528459, 0.077862, 0.014283, 0.036036, 0.237179, 0.611765, 1
204, 186, 0.674510, 0.580392, 0.572549, 0.607633, 0.058611, 0.017463, 0.012821, 0.151163, 0.674510, 1
202, 194, 0.835294, 0.749020, 0.698039, 0.768997, 0.067808, 0.002371, 0.061905, 0.164319, 0.835294, 1
178, 196, 0.376471, 0.231373, 0.168627, 0.267593, 0.106647, 0.011148, 0.050314, 0.552083, 0.376471, 1
166, 226, 0.592157, 0.423529, 0.360784, 0.466784, 0.120669, 0.016125, 0.045198, 0.390728, 0.592157, 1
166, 164, 0.603922, 0.431373, 0.333333, 0.471775, 0.134355, 0.005963, 0.060386, 0.448052, 0.603922, 1
457, 135, 0.815686, 0.678431, 0.670588, 0.718568, 0.084318, 0.026587, 0.009009, 0.177885, 0.815686, 1
468, 154, 0.572549, 0.400000, 0.356863, 0.446663, 0.116701, 0.023060, 0.033333, 0.376712, 0.572549, 1
236, 102, 0.756863, 0.650980, 0.615686, 0.678608, 0.074449, 0.011403, 0.041667, 0.186528, 0.756863, 1
238, 166, 0.380392, 0.290196, 0.266667, 0.314476, 0.061318, 0.011749, 0.034483, 0.298969, 0.380392, 1
235, 195, 0.427451, 0.313725, 0.258824, 0.341462, 0.085428, 0.006955, 0.054264, 0.394495, 0.427451, 1
