21, 47, 0.976471, 0.984314, 0.980392, 0.981522, -0.003413, -0.002880, 0.416667, 0.007968, 0.984314, 0
44, 67, 0.976471, 0.984314, 0.980392, 0.981522, -0.003413, -0.002880, 0.416667, 0.007968, 0.984314, 0
56, 106, 0.980392, 0.988235, 0.976471, 0.984549, -0.000891, -0.005322, 0.277778, 0.011905, 0.988235, 0
43, 116, 0.960784, 0.952941, 0.792157, 0.936953, 0.056375, -0.048412, 0.158915, 0.175510, 0.960784, 0
36, 155, 0.980392, 0.988235, 0.984314, 0.985444, -0.003413, -0.002880, 0.416667, 0.007937, 0.988235, 0
26, 112, 0.909804, 0.850980, 0.525490, 0.831452, 0.139719, -0.088921, 0.141156, 0.422414, 0.909804, 0
70, 182, 0.980392, 0.988235, 0.984314, 0.985444, -0.003413, -0.002880, 0.416667, 0.007937, 0.988235, 0
48, 208, 0.980392, 0.988235, 0.984314, 0.985444, -0.003413, -0.002880, 0.416667, 0.007937, 0.988235, 0
27, 243, 0.976471, 0.984314, 0.980392, 0.981522, -0.003413, -0.002880, 0.416667, 0.007968, 0.984314, 0
309, 211, 0.615686, 0.368627, 0.207843, 0.424149, 0.198935, 0.002182, 0.065705, 0.662420, 0.615686, 0
305, 298, 0.203922, 0.203922, 0.196078, 0.203027, 0.002522, -0.002442, 0.166667, 0.038462, 0.203922, 0
170, 340, 0.203922, 0.235294, 0.243137, 0.226810, -0.021218, -0.004193, 0.533333, 0.161290, 0.243137, 0
108, 360, 0.215686, 0.247059, 0.254902, 0.238575, -0.021218, -0.004193, 0.533333, 0.153846, 0.254902, 0
116, 291, 0.239216, 0.239216, 0.231373, 0.238321, 0.002522, -0.002442, 0.166667, 0.032787, 0.239216, 0
196, 260, 0.803922, 0.854902, 0.878431, 0.842345, -0.037948, -0.003455, 0.552632, 0.084821, 0.878431, 0
216, 259, 0.521569, 0.592157, 0.647059, 0.577315, -0.059721, 0.002168, 0.572917, 0.193939, 0.647059, 0
226, 242, 0.231373, 0.313725, 0.333333, 0.291343, -0.055383, -0.011311, 0.532051, 0.305882, 0.333333, 0
174, 242, 0.192157, 0.250980, 0.262745, 0.234737, -0.038839, -0.008777, 0.527778, 0.268657, 0.262745, 0
325, 116, 0.423529, 0.243137, 0.101961, 0.280966, 0.152900, -0.005812, 0.073171, 0.759259, 0.423529, 0
335, 89, 0.584314, 0.345098, 0.129412, 0.392015, 0.211915, -0.016574, 0.079023, 0.778523, 0.584314, 0
376, 79, 0.639216, 0.435294, 0.247059, 0.474791, 0.182055, -0.015490, 0.080000, 0.613497, 0.639216, 0
370, 145, 0.623529, 0.458824, 0.223529, 0.481232, 0.173816, -0.038439, 0.098039, 0.641509, 0.623529, 0
369, 201, 0.431373, 0.329412, 0.192157, 0.344242, 0.104898, -0.021179, 0.095628, 0.554545, 0.431373, 0
364, 238, 0.611765, 0.435294, 0.313725, 0.474186, 0.144258, -0.000535, 0.067982, 0.487179, 0.611765, 0
342, 22, 0.976471, 0.984314, 0.980392, 0.981522, -0.003413, -0.002880, 0.416667, 0.007968, 0.984314, 0
294, 17, 0.980392, 0.988235, 0.984314, 0.985444, -0.003413, -0.002880, 0.416667, 0.007937, 0.988235, 0
248, 11, 0.980392, 0.988235, 0.984314, 0.985444, -0.003413, -0.002880, 0.416667, 0.007937, 0.988235, 0
218, 25, 0.435294, 0.368627, 0.250980, 0.375142, 0.077560, -0.022537, 0.106383, 0.423423, 0.435294, 0
187, 33, 0.345098, 0.262745, 0.141176, 0.273502, 0.088169, -0.020441, 0.099359, 0.590909, 0.345098, 0
146, 15, 0.988235, 0.996078, 0.992157, 0.993287, -0.003413, -0.002880, 0.416667, 0.007874, 0.996078, 0
101, 20, 0.984314, 0.992157, 0.988235, 0.989365, -0.003413, -0.002880, 0.416667, 0.007905, 0.992157, 0
59, 31, 0.980392, 0.988235, 0.984314, 0.985444, -0.003413, -0.002880, 0.416667, 0.007937, 0.988235, 0
86, 121, 0.972549, 0.980392, 0.976471, 0.977600, -0.003413, -0.002880, 0.416667, 0.008000, 0.980392, 0
104, 197, 0.976471, 0.984314, 0.980392, 0.981522, -0.003413, -0.002880, 0.416667, 0.007968, 0.984314, 0
56, 281, 0.301961, 0.298039, 0.278431, 0.296976, 0.008642, -0.005277, 0.138889, 0.077922, 0.301961, 0
46, 320, 0.258824, 0.262745, 0.243137, 0.259337, 0.003968, -0.006936, 0.200000, 0.074627, 0.262745, 0
45, 362, 0.258824, 0.266667, 0.254902, 0.262981, -0.000891, -0.005322, 0.277778, 0.044118, 0.266667, 0
38, 398, 0.192157, 0.196078, 0.203922, 0.195800, -0.004859, 0.001613, 0.611111, 0.057692, 0.203922, 0
34, 433, 0.231373, 0.235294, 0.243137, 0.235016, -0.004859, 0.001613, 0.611111, 0.048387, 0.243137, 0
164, 454, 0.411765, 0.309804, 0.219608, 0.329999, 0.089766, -0.006524, 0.078231, 0.466667, 0.411765, 1
135, 463, 0.631373, 0.580392, 0.517647, 0.588478, 0.050558, -0.008757, 0.091954, 0.180124, 0.631373, 0
199, 478, 0.223529, 0.254902, 0.266667, 0.246865, -0.022479, -0.002972, 0.545455, 0.161765, 0.266667, 0
261, 426, 0.207843, 0.211765, 0.219608, 0.211487, -0.004859, 0.001613, 0.611111, 0.053571, 0.219608, 0
229, 420, 0.862745, 0.819608, 0.796078, 0.829820, 0.033274, 0.001796, 0.058824, 0.077273, 0.862745, 0
210, 389, 0.215686, 0.247059, 0.258824, 0.239022, -0.022479, -0.002972, 0.545455, 0.166667, 0.258824, 0
273, 358, 0.207843, 0.239216, 0.247059, 0.230732, -0.021218, -0.004193, 0.533333, 0.158730, 0.247059, 0
285, 341, 0.203922, 0.235294, 0.243137, 0.226810, -0.021218, -0.004193, 0.533333, 0.161290, 0.243137, 0
356, 328, 0.207843, 0.239216, 0.247059, 0.230732, -0.021218, -0.004193, 0.533333, 0.158730, 0.247059, 0
320, 360, 0.184314, 0.188235, 0.196078, 0.187957, -0.004859, 0.001613, 0.611111, 0.060000, 0.196078, 0
130, 393, 0.215686, 0.247059, 0.254902, 0.238575, -0.021218, -0.004193, 0.533333, 0.153846, 0.254902, 0
113, 412, 0.243137, 0.247059, 0.254902, 0.246781, -0.004859, 0.001613, 0.611111, 0.046154, 0.254902, 0
47, 458, 0.211765, 0.243137, 0.250980, 0.234653, -0.021218, -0.004193, 0.533333, 0.156250, 0.250980, 0
86, 345, 0.188235, 0.196078, 0.176471, 0.191498, 0.001631, -0.007765, 0.233333, 0.100000, 0.196078, 0
127, 315, 0.227451, 0.227451, 0.219608, 0.226557, 0.002522, -0.002442, 0.166667, 0.034483, 0.227451, 0
